S.No,Long,Lat,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,B
2978,73.66666667,18.20833333,5,0.37,0.12,30,8,128.05,14.22,0.65,39.66,4.5,12.94,0.75
2979,73.725,18.20833333,5.9,0.42,0.21,52.5,7,204.88,13.26,0.98,27.76,4.28,15.24,0.76
2980,73.72555556,18.20833333,5.08,0.62,1.32,330,10,315.86,17.82,2.92,41.69,6.04,16.12,0.48
2981,73.72638889,18.20833333,5.6,0.28,0.81,202.5,5,204.88,12.1,1.09,37.37,4.89,14.77,0.58
2982,73.75833333,18.20833333,5.6,0.25,0.6,150,8,273.17,15.19,1.57,39.23,5.29,15.76,0.82
2983,73.76666667,18.20833333,5,0.32,0.3,75,10,452.44,16.12,0.96,51.49,5.28,18.79,0.7
2984,73.85833333,18.20833333,7.5,0.98,0.94,235,9,110.5,19.2,0.48,21.28,4.34,95.36,1.38
2985,73.86666667,18.20833333,7.4,1.9,0.86,215,10,221,20.4,0.38,28.55,5.27,83.51,0.82
2986,73.88333333,18.20833333,7,1,1,250,6,102,18.5,0.18,14.3,3.3,40.81,0.32
2987,73.89166667,18.20833333,6.7,0.55,0.97,242.5,5,127.5,21.7,0.47,32.42,8.51,11,1.23
2988,73.92305556,18.20833333,6.9,1.9,1.04,295,29,16.8,13.6,0.11,4.72,2.11,10.13,3.62
2989,73.92444444,18.20833333,7.3,1.61,0.85,212.5,8,195.5,3.52,0.44,19.4,6.95,22.27,1.13
2990,73.975,18.20833333,7.1,0.53,0.95,237.5,9,153,20.8,0.46,39.63,14.58,22.45,0.65
2991,73.98333333,18.20833333,7.5,0.35,0.88,220,8,229.5,7.63,0.31,1.2,9.56,14.56,1.29
2992,74.38916667,18.20833333,8.22,0.49,0.48,134.8,6.38,532,1.61,0.26,0.91,1.21,2.14,1.23
2993,74.39166667,18.20833333,,0.48,0.56,153.66,5.86,404.32,2.19,0.62,0.82,1.39,2.69,1.54
2994,74.66277778,18.20833333,8.31,0.18,0.74,198.4,4.56,331.52,1.47,0.22,1.31,1.28,1.99,1.81
2995,74.84472222,18.20833333,8.95,0.74,0.44,125.44,11.33,397.6,1.51,0.52,1.24,0.92,2.73,1.16
2996,74.92222222,18.20833333,7.7,0.48,0.9,630,11.2,795,8.1,0.3,2.25,0.74,2.39,0.8
2997,74.92805556,18.20833333,7.89,0.48,0.33,231,15.62,470,7.1,0.65,2.18,0.65,2.64,0.93
2998,74.92944444,18.20833333,7.39,0.73,0.81,567,11.63,403,8.3,0.8,240,0.73,2.39,0.64
2999,75.18222222,18.20833333,7.1,0.65,0.48,336,12.44,398,9.6,0.25,2.48,0.92,1.8,0.69
3000,75.18722222,18.20833333,7.87,0.69,0.75,525,9.39,436,9.3,0.75,1.9,0.94,1.72,0.69
3001,75.20055556,18.20833333,7.92,0.52,0.57,399,10.15,168,7.2,0.5,2.65,0.74,2.74,0.86
3002,75.66361111,18.20833333,7.67,0.9,0.57,399,11.6,336,7.4,0.28,3.3,0.4,1.2,0.96
3003,74.38388889,18.20861111,8.48,0.67,0.72,194.4,5.42,427.87,2.59,0.21,1.21,1.32,2.85,1.16
3004,74.40361111,18.20861111,8.2,0.41,0.35,180.35,7.63,276.64,2.07,0.41,1.63,1.74,2.59,1.98
3005,74.41722222,18.20861111,,0.45,0.7,172.4,8.21,472.89,2.03,0.49,1.42,1.31,3.82,1.62
3006,74.43833333,18.20861111,8.6,0.4,0.6,147.3,6.1,416.64,1.84,0.34,1.27,1.32,2.11,1.24
3007,74.455,18.20861111,8.12,0.33,0.72,194.43,14.5,334.88,2.26,0.52,1.21,0.53,3.23,2.06
3008,74.73694444,18.20861111,8.01,0.2,0.58,144.2,19.1,353.92,1.16,0.25,0.88,1.32,2.21,1.83
3009,74.91777778,18.20861111,7.56,0.68,0.51,357,13.44,336,6.9,0.92,2.72,0.77,2.13,0.16
3010,74.92916667,18.20861111,7.74,0.42,0.81,567,10.46,405,7.4,0.42,3.11,0.39,2.73,0.59
3011,74.40027778,18.20888889,,0.23,0.56,156.8,8.74,361.76,1.19,0.33,1.29,1.71,2.14,1.25
3012,74.43694444,18.20888889,8.38,0.23,0.68,169.3,7.2,340.48,1.67,0.61,0.93,1.33,3.43,1.02
3013,74.45638889,18.20888889,8.45,0.54,0.68,185.02,8.74,412.16,2.11,0.34,1.31,1.42,2.92,1.11
3014,74.48861111,18.20888889,8.75,0.56,0.81,200.7,5.57,277.76,1.1,0.48,0.86,1.54,3.53,1.43
3015,74.91888889,18.20888889,7.65,0.72,0.96,672,13.44,784,8.4,0.6,2.22,0.5,2.67,0.88
3016,74.92694444,18.20888889,7.82,0.74,0.69,483,13.66,616,8.4,0.48,1.9,0.73,1.82,0.55
3017,74.9275,18.20888889,7.48,0.65,0.75,525,13.48,537,5.9,0.74,3.1,0.74,1.68,0.77
3018,75.41944444,18.20888889,0.39,7.59,0.81,567,12.72,450.98,13.91,0.27,0.67,0.67,2.2,0.37
3019,74.38361111,18.20916667,8.2,0.48,0.29,184.67,9.41,308,1.64,0.22,1.2,1.15,2.67,1.4
3020,74.38777778,18.20916667,8.48,0.42,0.29,184.67,10.27,334.88,2,0.47,1.22,1.38,3.31,1.19
3021,74.41888889,18.20916667,8.68,0.32,0.37,190.9,7.3,336,1.22,0.59,1.27,1.52,3.36,1.08
3022,74.47833333,18.20916667,8.22,0.99,0.63,180,6.67,240,6.44,0.63,0.74,0.56,0.9,0.56
3023,74.485,18.20916667,,0.25,0.87,257.1,4.41,283.36,2.74,0.12,1.17,1.4,2.36,1.39
3024,74.79888889,18.20916667,7.67,0.48,0.87,609,12.3,627,8.3,0.6,2.9,0.53,1.62,0.6
3025,74.91722222,18.20916667,7.42,0.55,0.18,126,11.2,392,7.3,0.87,1.18,0.92,2.15,0.26
3026,74.9175,18.20916667,7.66,0.81,0.69,483,14.25,537,8.1,0.68,2.96,0.78,2.2,0.76
3027,74.91777778,18.20916667,7.45,0.65,0.36,252,17.15,750,10,0.41,3.8,0.82,1.45,0.8
3028,74.92527778,18.20916667,7.89,0.42,0.45,315,10.2,896,9.1,0.55,3.13,0.42,1.48,0.92
3029,74.94666667,18.20916667,7.32,0.84,0.54,378,14.5,392,7.1,0.42,1.89,0.73,2.8,0.52
3030,74.37972222,18.20944444,,0.17,0.68,185,6.77,458.08,1.59,0.42,0.99,0.88,3.19,1.24
3031,74.41916667,18.20944444,,0.39,0.38,197.2,7.34,403.2,2.81,0.52,1.52,1.29,3.7,1.71
3032,74.49694444,18.20944444,8.18,0.67,0.54,220,7.75,190,7.7,0.64,0.92,0.62,0.73,0.41
3033,74.77611111,18.20944444,8.19,0.51,0.76,205.6,4.7,417.76,1.97,0.48,1.93,1.02,2.19,1.08
3034,74.77722222,18.20944444,8.76,0.31,0.52,144.15,6.48,286.72,1.01,0.27,1.32,1.22,2.87,1.23
3035,74.92111111,18.20944444,7.58,0.66,0.15,105,12.26,884,8.1,0.87,2.5,0.61,2.61,0.66
3036,74.92361111,18.20944444,7.82,0.62,0.66,462,12.1,672,7.1,0.73,2.45,0.65,1.64,0.9
3037,74.92888889,18.20944444,7.74,0.43,0.21,147,11.63,940,9.1,0.73,1.9,0.89,1.39,0.87
3038,75.19083333,18.20944444,7.88,0.65,0.48,336,14.4,291,8.4,0.66,2.34,0.74,1.89,0.7
3039,75.1925,18.20944444,7.82,0.65,0.54,378,17.1,381,9,0.48,2.25,0.6,1.89,0.9
3040,75.20083333,18.20944444,7.85,0.57,1.08,746,16.2,538,8.3,0.7,2.66,0.82,1.89,0.9
3041,74.41527778,18.20972222,7.5,0.37,1.02,714,10.75,631.58,12.17,21,1.2,0.14,0.85,0.56
3042,74.41861111,18.20972222,8.73,0.36,0.66,163,8.54,445.76,1.52,0.47,1.4,1.41,3.61,1.26
3043,74.42722222,18.20972222,8.63,0.21,0.39,197.2,5.18,427.84,1.25,0.39,1.33,1.2,3.77,0.97
3044,74.42833333,18.20972222,8.71,0.61,0.42,103.4,8.21,371.84,1.34,0.16,1.23,1.22,3.11,1.71
3045,74.42944444,18.20972222,8.44,0.45,0.76,188.1,5.62,360.64,1.28,0.32,1.22,1.13,3.42,1.49
3046,74.44055556,18.20972222,8.6,0.32,0.39,197.2,7.3,471.52,1.47,0.5,1.38,1.25,2.84,1.67
3047,74.74222222,18.20972222,8.39,0.23,0.44,125.4,5.23,341.6,2.26,0.37,0.97,1.5,2.3,1.88
3048,74.97722222,18.20972222,7.41,0.87,0.96,672,11.66,627,9.1,0.74,2.6,0.48,1.48,0.57
3049,75.18638889,18.20972222,7.85,0.56,0.78,546,8.45,459,9.1,0.85,2.4,0.6,1.5,0.82
3050,74.37222222,18.21,8.5,0.7,0.58,159.9,9.12,338.24,3.05,0.23,1.42,1.42,3.15,1.27
3051,74.37805556,18.21,8.23,0.19,0.7,188.16,8.02,431.2,2.52,0.3,1.53,1.13,2.71,1.92
3052,74.38777778,18.21,8.48,0.42,0.62,169.3,10.27,426.72,2.3,0.18,0.82,0.93,3.4,1.45
3053,74.40888889,18.21,,0.31,0.56,156.8,7.06,426.72,1.86,0.41,1.1,1.13,3.19,0.76
3054,74.41194444,18.21,8.45,0.98,0.58,144.2,8.93,349.44,2.88,0.38,1.29,1.61,3.22,1.71
3055,74.42055556,18.21,7.87,0.23,0.33,231,8.77,563.99,16.71,0.22,,,,0.38
3056,74.42694444,18.21,,0.27,0.81,200.7,8.59,370.72,1.73,0.25,1.37,1.17,2.87,1.46
3057,74.42833333,18.21,8.44,0.49,1.09,269.6,4.9,560,1.19,0.36,1.26,1.4,2.63,1.88
3058,74.61305556,18.21,,0.86,0.52,15,4.99,653,2.33,0.26,1.39,0.99,1.33,1.26
3059,74.68027778,18.21,8.32,0.12,0.37,186.02,5.71,264.32,1.01,0.1,0.94,1.26,2.92,1.66
3060,74.91861111,18.21,7.47,0.76,0.45,315,16.3,614,9.3,0.8,2.8,0.52,3.19,0.94
3061,74.92833333,18.21,7.39,0.89,0.63,441,11.65,884,8.4,0.39,2.96,0.82,2.65,0.84
3062,75.20055556,18.21,7.92,0.54,0.84,588,9.6,784,8.4,0.9,2.48,0.6,1.67,0.75
3063,74.02444444,18.21027778,7.3,1.2,1.26,315,26,408,18.53,0.32,19.23,6.36,29.36,3.16
3064,74.38388889,18.21027778,8.4,0.5,0.78,194.4,6.1,431.2,1.72,0.41,1.34,1.04,2.33,1.06
3065,74.38444444,18.21027778,,0.58,0.35,100.35,8.06,506.24,2.25,0.53,1.31,1.43,2.99,1.04
3066,74.42666667,18.21027778,8.33,0.17,0.95,235.2,6.86,573.44,1.6,0.22,1.11,1.26,2.74,1.46
3067,74.44222222,18.21027778,8.27,0.14,0.46,162.8,6.96,695.52,1.42,0.22,1.21,1.14,2.6,1.29
3068,74.44305556,18.21027778,,0.24,0.58,144.2,10.13,329.28,3.36,0.25,1.25,1.27,2.51,1.81
3069,74.91638889,18.21027778,7.58,0.96,0.84,588,17.1,806,8.5,0.82,0.85,0.86,2.15,0.99
3070,74.92055556,18.21027778,7.9,0.9,0.45,315,12.2,560,9,0.35,3.1,0.5,1.9,0.9
3071,74.92722222,18.21027778,7.89,0.58,0.9,420,12.5,840,9,0.37,1.95,0.74,1.9,0.7
3072,74.96361111,18.21027778,8.11,1.07,0.5,141.12,8.02,358.4,1.74,0.53,1.21,3.52,1.17,1.68
3073,74.97361111,18.21027778,7.31,0.61,1.05,735,13.35,560,9,0.28,2.44,0.55,1.12,0.65
3074,74.97444444,18.21027778,7.52,0.9,0.54,378,9.96,627,7.1,0.89,2.73,0.89,2.42,0.52
3075,75.22055556,18.21027778,7.52,1,0.48,273,14.2,392,7.4,0.4,2.6,0.4,1.7,0.8
3076,74.00416667,18.21055556,7.4,0.85,0.24,60,24,110.5,16.8,0.62,14.26,9.23,29.23,0.76
3077,74.01111111,18.21055556,7,0.67,0.92,230,10,153,19.23,0.31,19.1,2.36,24.56,0.92
3078,74.30916667,18.21055556,9.17,0.18,0.48,134.84,6.77,316.48,1.85,0.58,1.14,1.82,3,1.96
3079,74.3825,18.21055556,8.48,0.41,0.37,106.82,8.59,605.92,1.76,0.32,1.21,1.23,2.8,1.88
3080,74.40805556,18.21055556,8.45,0.81,0.33,181.5,6.1,655.2,1.84,0.28,1.03,1.21,2.1,1.92
3081,74.45694444,18.21055556,8.41,0.47,0.87,232.06,9.89,534.7,3.66,0.77,1.31,0.6,3.26,2.03
3082,74.64916667,18.21055556,8.41,0.31,0.54,150.5,5.85,449.12,1.97,0.1,1.3,1.17,2.74,1.82
3083,74.92166667,18.21055556,7.72,0.6,0.9,315,11.2,694,9,0.42,1.95,0.66,1.45,0.6
3084,74.92861111,18.21055556,7.74,0.74,0.36,252,10.35,985,7.1,0.74,2.76,0.43,2.74,0.7
3085,74.93111111,18.21055556,7.55,0.48,0.3,210,12.18,817,8.4,0.39,2.86,0.74,2.62,0.58
3086,75.045,18.21055556,7.71,1.61,0.74,200.7,12.53,831.04,1,0.31,1.7,2.66,2.7,1.26
3087,73.68611111,18.21083333,6.5,0.1,1.05,226.5,8,382.5,2,0.32,19,9,4,1.3
3088,74.02694444,18.21083333,7.5,0.49,0.34,85,8,110.5,6.2,1.8,12.15,6.23,19.23,1
3089,74.20777778,18.21083333,6.85,0.89,1.29,903,11.18,221.79,12.08,0.19,2.7,0.19,2.1,0.57
3090,74.40472222,18.21083333,7.96,0.37,0.7,172.4,10.13,329.28,1.39,0.48,1.67,1.06,2.24,1.44
3091,74.41111111,18.21083333,8.38,0.74,0.81,200.7,8.16,333.76,2.14,0.24,1.36,1.57,2.11,1.86
3092,74.41611111,18.21083333,8.38,0.78,0.31,190.9,5.47,685.44,1.47,0.31,1.32,1.41,3.13,1.81
3093,74.92861111,18.21083333,7.8,0.96,0.3,210,14.1,715,6.2,0.89,2.1,0.39,2.73,0.75
3094,74.9425,18.21083333,7.7,0.55,0.48,630,16.2,504,7.6,0.25,1.9,0.3,1.5,0.75
3095,74.97361111,18.21083333,7.28,0.6,0.6,420,10,582,8.2,0.42,2.44,0.72,1.44,0.89
3096,75.19888889,18.21083333,7.8,0.5,0.81,567,15.3,280,7.5,0.25,2.3,0.73,1.81,0.83
3097,74.385,18.21111111,8.27,0.13,0.6,163,9.6,520.8,1.76,0.27,1.07,1.22,3.17,1.53
3098,74.45694444,18.21111111,,0.33,0.72,194.43,7.58,266.5,3.09,0.36,1.56,0.14,2.49,1.66
3099,74.60111111,18.21111111,8.5,0.65,0.74,200.6,5.42,264.32,1.07,0.28,1.12,1.92,2.78,1.32
3100,74.92166667,18.21111111,7.62,0.84,0.39,273,13.44,896,6.9,0.96,4.5,0.73,3.7,0.7
3101,74.9225,18.21111111,7.82,0.66,0.96,672,16.5,560,7.9,0.46,1.15,0.58,1.75,0.76
3102,74.71333333,18.21138889,8.77,0.27,0.46,112.8,4.27,349.4,1.42,0.21,1.28,1.58,2.62,1.71
3103,74.85277778,18.21138889,8.31,0.76,0.81,219.5,19.24,385.28,3.61,0.46,2.74,2.22,3.72,2.14
3104,74.92055556,18.21138889,7.85,0.47,0.33,231,14.35,537,7.5,0.52,1.1,0.68,1.96,0.76
3105,74.9225,18.21138889,7.73,0.72,0.18,63,17.1,784,7.6,0.68,1.4,0.43,3.16,0.8
3106,74.40888889,18.21166667,8.31,0.92,0.58,144.2,9.22,540.8,1.01,0.62,0.92,1.3,3.83,1.21
3107,74.4825,18.21166667,8.09,0.48,0.29,186,7.78,201,5.99,0.11,1.91,0.42,0.72,0.41
3108,74.92333333,18.21166667,7.72,0.42,0.39,273,14.62,683,8.4,0.48,1.23,0.79,2.48,0.86
3109,74.92555556,18.21166667,7.45,0.65,0.36,252,17.15,750,10,0.41,3.8,0.82,1.45,0.8
3110,74.93,18.21166667,7.86,0.62,0.75,525,12.9,369,7,0.65,3.08,0.39,2.48,0.81
3111,74.93194444,18.21166667,7.68,0.89,0.78,546,11.2,672,7.2,0.62,2.17,0.42,2.89,0.69
3112,75.18527778,18.21166667,7.86,0.78,0.24,168,12.6,436,9.6,0.5,2.47,0.54,2.69,0.72
3113,75.19388889,18.21166667,7.78,0.85,0.51,357,11.5,392,7.7,0.75,1.98,0.6,2.7,0.89
3114,74.34527778,18.21194444,8.31,0.47,0.62,169.34,8.21,462.5,1.9,0.11,0.82,1.12,3.11,1.07
3115,74.49527778,18.21194444,9.13,0.12,0.58,159.9,12.53,153.44,2.02,0.4,1.33,0.83,2.65,1.7
3116,74.73333333,18.21194444,8.6,0.12,0.58,159.9,7.44,477.12,1.38,0.27,1.74,0.83,3.71,1.34
3117,74.91972222,18.21194444,7.78,0.42,0.3,210,13.2,369,8.5,0.69,1.28,0.86,2.86,0.68
3118,74.92361111,18.21194444,7.44,0.5,0.99,693,13.3,806,6.2,0.89,2.72,0.79,2.65,0.78
3119,74.93138889,18.21194444,7.78,0.89,0.45,315,12.45,371,8.4,0.6,2.46,0.74,2.79,0.67
3120,74.93166667,18.21194444,7.77,0.8,0.42,294,15.62,560,6.2,0.48,1.9,0.89,2.74,0.77
3121,74.96722222,18.21194444,8.37,0.29,0.6,163.07,10.32,449.12,2.59,0.71,4.02,2.74,5.9,1.97
3122,74.42777778,18.21222222,8.47,0.84,0.99,244.6,6.43,728,2.19,0.56,1.04,1.21,2.45,1.51
3123,74.43111111,18.21222222,8.32,0.91,0.97,241.4,5.57,444.64,1.87,0.46,1.07,1.27,2.33,1.23
3124,74.4375,18.21222222,,0.55,0.56,137.6,7.3,595.84,1.42,0.41,1.1,1.42,2.92,1.59
3125,74.45888889,18.21222222,7.86,0.48,0.83,222.6,3.79,383.04,1.24,0.42,1.23,1.71,2.45,1.39
3126,74.85333333,18.21222222,,0.34,0.64,175.61,19.78,331.52,2.26,0.62,1.97,1.77,2.3,1.39
3127,74.91944444,18.21222222,7.72,0.92,0.45,315,11.6,470,6.9,0.44,4.16,0.69,3.45,0.88
3128,74.93055556,18.21222222,8.02,0.89,0.68,185.02,10.99,748.16,2.04,0.39,2.24,1.35,0.99,1.64
3129,74.93083333,18.21222222,7.89,0.8,0.51,357,13.11,504,5.9,0.55,2.8,0.62,2.65,0.49
3130,75.00944444,18.21222222,8.38,0.11,0.66,178.7,8.21,314.72,2.34,0.39,2.68,1.41,3.51,2.78
3131,74.37027778,18.2125,8.38,0.33,0.66,178.7,4.99,353.92,2.08,0.25,1.23,1.29,2.57,1.18
3132,74.42166667,18.2125,,0.63,0.83,206.9,8.02,449.12,1.13,0.39,1.22,1.22,3.16,1.24
3133,74.93222222,18.2125,7.89,0.7,0.72,504,14.3,459,8.3,0.74,1.9,0.89,2.74,0.77
3134,74.37,18.21277778,8.17,0.8,0.48,134.8,5.66,341.6,1.98,0.39,1.02,1.33,2.29,1.39
3135,74.76111111,18.21277778,,0.36,0.52,159.9,11.57,314.72,1.08,0.43,1.11,0.99,2.31,1.24
3136,74.79194444,18.21277778,7.98,2.44,0.95,235.2,14.45,198.24,1.47,0.31,1.27,1.23,2.52,0.96
3137,74.87222222,18.21277778,8.69,0.67,0.69,166,6.79,140,12.7,0.62,0.29,0.7,0.3,0.41
3138,74.91666667,18.21277778,7.8,0.96,0.78,546,11.6,784,6.9,0.47,2.7,0.7,2.7,0.82
3139,74.92416667,18.21277778,7.89,0.74,0.42,294,12.45,739,8.1,0.6,3.17,0.48,2.79,0.95
3140,74.9325,18.21277778,7.82,0.73,0.42,294,12.65,985,7.2,0.42,2.45,0.74,2.74,0.62
3141,75.19722222,18.21277778,7.86,0.6,0.69,483,16.2,470,8.4,0.39,2.1,0.89,1.48,0.85
3142,75.00833333,18.21305556,8.25,0.13,0.5,141.12,10.18,113.23,3.73,0.21,1.98,2.54,4.88,1.76
3143,74.3875,18.21333333,,0.21,0.68,185.02,3.96,185.92,2.67,0.24,0.82,0.9,3.14,2.26
3144,74.40055556,18.21333333,8.42,0.12,0.74,181.8,7.73,430.08,2.72,0.18,2.11,1.37,4.09,1.82
3145,74.61444444,18.21333333,8.24,0.53,0.76,203.84,7.72,201.6,1.19,0.44,1.35,1.22,3.11,1.06
3146,74.63222222,18.21333333,8.67,1.18,0.6,165.6,21.17,264.32,1.73,0.35,1.14,0.83,3.02,0.88
3147,74.92027778,18.21333333,7.65,0.65,0.45,294,12.35,403,5.8,0.9,3.32,0.7,2.86,0.74
3148,74.925,18.21333333,7.89,0.6,0.48,336,13.35,795,8.4,0.64,2.98,0.74,2.42,0.97
3149,74.93222222,18.21333333,7.64,0.89,0.42,294,11.1,683,6.3,0.76,2.76,0.39,2.74,0.77
3150,74.91416667,18.21361111,7.55,1.11,0.69,483,14.2,784,8.1,0.68,2.72,0.45,2.5,0.78
3151,74.915,18.21361111,7.38,0.78,0.45,315,16.15,392,7.1,0.45,2.41,0.63,2.71,0.84
3152,74.93055556,18.21361111,7.48,0.89,0.87,609,15.1,1052,7.2,0.33,2.48,0.65,2.65,0.62
3153,74.40194444,18.21388889,8.28,0.14,0.37,190.9,6.19,305.76,1.58,0.21,1.31,1.73,2.7,1.01
3154,74.425,18.21388889,8.42,0.41,0.64,159.9,9.36,350.56,3.01,0.38,1.26,0.92,3.27,1.32
3155,74.44166667,18.21388889,,0.46,0.89,222.6,8.26,310.24,1.57,0.7,0.95,1.39,3.27,1.38
3156,74.73777778,18.21388889,8.93,0.23,0.81,200.7,6.04,305.76,1.64,0.11,1.07,1.09,3.12,1.05
3157,75.90694444,18.21388889,,0.98,1.06,160,8.2,153,7.2,0.44,1.07,0.3,1,0.11
3158,74.65,18.21416667,8.78,0.5,0.52,144.15,9.31,303.52,1.39,0.24,1.52,1.1,2.61,1.97
3159,74.89972222,18.21416667,8.47,1.27,0.6,165.6,16.37,266.56,2.44,0.1,1.32,1.12,2.94,1.96
3160,75.65944444,18.21416667,8.43,0.43,0.39,46.12,7.02,279,5.92,0.28,0.68,0.37,0.59,0.25
3161,74.5,18.21444444,8.96,0.5,0.33,181.53,9.16,208.32,2.53,0.28,0.92,1.33,2.72,1.67
3162,74.50611111,18.21444444,8.1,0.27,0.68,169.34,4.41,367.36,2.74,0.28,1.22,1.12,3.7,1.01
3163,74.63694444,18.21444444,8.89,0.17,0.7,188.16,7.2,344.96,1.86,0.42,1.32,1.38,3.14,1.15
3164,74.72138889,18.21444444,8.16,0.42,0.81,200.7,6.72,539.84,1.16,0.11,1.54,1.03,,1.95
3165,74.74416667,18.21444444,8.92,0.22,0.6,166.2,5.47,454.7,1.01,0.33,1.45,0.81,2.61,1.36
3166,74.91611111,18.21444444,7.4,1.05,0.9,630,12.35,840,7.9,0.41,2.85,0.81,2.74,0.63
3167,74.92166667,18.21444444,7.77,0.95,0.36,252,17.1,672,5.9,0.72,1.3,0.54,1.65,0.62
3168,74.97527778,18.21444444,8.22,0.43,0.7,188.16,12.67,383.04,4.75,0.34,2.3,1.75,3.17,2.77
3169,74.27527778,18.21472222,8.39,0.21,0.7,172.48,6.86,353.92,1.25,0.32,1.23,1.63,3.32,1.26
3170,74.32388889,18.21472222,8.68,0.21,0.58,159.93,5.86,281.44,1.2,0.32,0.82,1.15,3.23,1.06
3171,74.32638889,18.21472222,8.34,0.19,0.23,172.12,5.47,275.04,1.63,0.71,0.87,1.24,3.09,0.95
3172,74.40222222,18.21472222,8.44,0.62,0.46,112.8,11.42,284.48,6.76,0.16,1.93,1.41,3.22,0.76
3173,74.41777778,18.21472222,8.42,0.68,0.76,188.1,5.42,334.88,1.85,0.52,1.21,1.34,3.53,1.35
3174,74.41805556,18.21472222,8.33,0.79,0.58,144.2,5.04,629.6,2.26,0.42,0.99,1.22,2.83,1.74
3175,74.42444444,18.21472222,8.48,0.51,0.93,232,6.62,672,1.34,0.34,1.26,1.77,2.86,1.27
3176,74.90777778,18.21472222,7.96,0.6,0.96,672,12.35,403,8.9,0.42,3.96,0.74,2.39,0.85
3177,74.92111111,18.21472222,7.42,0.42,0.21,147,11.42,537,9.1,0.92,2.4,0.59,2.74,0.54
3178,74.92166667,18.21472222,7.76,0.66,0.63,294,12.5,840,9,0.48,2.6,0.48,1.45,0.7
3179,74.92972222,18.21472222,7.89,0.6,0.18,126,14.35,772,8.4,0.42,2.65,0.74,2.42,0.78
3180,75.22166667,18.21472222,7.52,0.72,0.39,273,11.2,504,8.3,0.5,2.6,0.4,1.65,0.9
3181,74.18555556,18.215,7.5,0.36,0.81,567,8.55,431.97,16.42,0.11,0.31,0.37,0.37,0.38
3182,74.47055556,18.215,8.5,0.27,0.52,144.2,15.79,347.2,2.05,0.33,1.53,0.72,2.27,2.21
3183,74.89694444,18.215,7.39,0.39,0.75,525,10.11,784,7.6,0.28,2.96,0.65,1.36,0.8
3184,74.37166667,18.21527778,8.47,0.6,0.74,197.5,5.95,489.44,2.64,0.2,1.31,1.53,3.08,0.74
3185,74.85527778,18.21527778,8.62,1.28,0.29,175.26,8.69,202.72,2.87,0.35,1.13,1.32,2.61,1.58
3186,75.20638889,18.21527778,7.92,0.52,0.39,273,16.1,179,7.3,0.58,2.4,0.89,1.52,0.58
3187,74.67305556,18.21555556,8.11,2.25,0.66,126,5.81,294,6.72,0.63,0.94,0.47,0.8,0.16
3188,74.92527778,18.21555556,7.69,0.77,0.63,441,14.25,840,7.2,0.73,1.98,0.43,2.74,0.8
3189,75.42277778,18.21555556,8.35,1.28,0.36,72,4.81,279,5.14,0.84,0.63,0.49,0.73,0.12
3190,74.32305556,18.21583333,9.05,0.26,0.52,144.2,8.16,327.04,2.96,0.39,1.31,1.91,3.1,1.24
3191,74.71833333,18.21583333,8.18,0.7,0.74,198.4,17.66,308,1.99,0.21,1.25,1.41,2.72,1.36
3192,74.73305556,18.21583333,8.8,0.38,0.7,188.16,7.1,468.16,1.57,0.32,1.29,1.21,3.25,1.48
3193,74.91194444,18.21583333,7.61,0.92,0.51,357,13.12,470,5.9,0.6,2.5,0.41,2.68,0.75
3194,74.91833333,18.21583333,7.66,0.65,0.9,630,12.72,537,8.1,0.46,4.17,0.86,3.14,0.9
3195,74.93222222,18.21583333,7.82,0.74,0.33,231,15.96,795,7.1,0.89,2.25,0.44,1.74,0.78
3196,75.07833333,18.21583333,,1.4,0.85,204,27.32,245,6.04,0.37,0.44,0.68,0.22,0.22
3197,74.40388889,18.21611111,8.35,0.24,0.42,103.4,7.1,628.32,2.16,0.51,1.06,1.28,3.17,0.92
3198,74.41555556,18.21611111,,0.44,0.62,153.6,6,338.24,1.72,0.48,1.56,1.13,3.11,1.95
3199,74.41805556,18.21611111,,0.36,0.95,260.2,7.25,528.64,1.72,0.54,1.15,1.52,2.9,1.69
3200,74.46111111,18.21611111,8.27,0.44,0.66,178.7,19,396.4,3.48,0.56,1.29,0.84,2.64,1.94
3201,74.78722222,18.21611111,8.66,0.46,0.58,159.9,3.07,264.32,3.11,0.62,1.56,0.96,2.81,1.23
3202,74.88027778,18.21611111,7.93,2.23,0.62,169.34,14.88,353.92,1.99,0.21,1.2,0.91,2.53,1.23
3203,74.91472222,18.21611111,7.45,0.44,0.6,420,11.26,571,7.5,0.71,2.11,0.39,1.6,0.75
3204,74.92277778,18.21611111,7.44,0.94,0.84,588,10.1,336,8.2,0.74,1.82,0.44,1.24,0.55
3205,74.93111111,18.21611111,7.88,0.8,0.39,273,14.25,806,6.3,0.29,2.45,0.73,2.74,0.55
3206,75.19361111,18.21611111,7.72,0.55,0.57,399,13.26,425,8.3,0.8,2.75,0.72,1.74,0.76
3207,74.41555556,18.21638889,8.74,0.31,0.66,163,8.5,357.28,1.31,0.22,1.31,1.12,3.22,1.67
3208,74.42305556,18.21638889,,0.47,0.5,122.3,8.11,338.24,1.64,0.45,1.25,1.21,3.03,1.49
3209,74.91222222,18.21638889,7.32,0.85,0.9,630,13.12,672,8.5,0.38,2.2,0.7,2.85,0.62
