S.No,Long,Lat,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,B
20479,73.89194444,19.42083333,,0.44,0.96,443,29.4,784,16.75,1.1,3.77,1.66,15.2,1.67
20480,75.21694444,19.42083333,7.99,0.83,63,441,18.63,88.7,,0.92,1.67,3.24,13.27,
20481,75.54861111,19.42083333,7.91,0.51,0.63,441,36.05,94.3,,0.16,1.7,1.2,6.81,
20482,75.59777778,19.42083333,8.09,0.42,0.78,546,30.24,14056,,1.19,0.69,1.23,5.64,
20483,74.89916667,19.42111111,7.48,0.68,0.66,462,11.6,280,7.3,0.4,2.92,0.45,1.85,0.92
20484,75.15055556,19.42111111,7.82,0.94,0.69,483,8.23,83.89,,0.16,1.8,1.11,4.69,
20485,75.30138889,19.42138889,7.99,0.86,0.74,134,9.14,132,6.09,0.84,0.72,0.36,0.79,0.12
20486,75.46805556,19.42138889,8.03,0.5,0.54,378,31.45,192.92,,1.16,1.6,1,3.68,
20487,75.58666667,19.42138889,8.04,0.59,0.51,357,22.26,153.22,,0.58,0.69,1.56,5.78,
20488,74.80694444,19.42194444,8.01,0.93,0.37,176,32.18,87.56,12.55,1.45,6.63,5.22,11.15,
20489,75.70861111,19.42194444,8.19,0.39,0.45,315,16.69,67.42,,1.31,1.95,1.31,5.27,
20490,75.22027778,19.42222222,8.04,0.95,0.72,504,18.63,129.81,,0.54,1.85,3.45,16.54,
20491,75.27083333,19.42222222,7.92,0.87,0.48,336,16.69,144.37,,1.03,0.75,5.95,17.24,
20492,74.66694444,19.4225,8.27,0.58,0.39,226,27.1,30.69,14.56,0.49,2.42,2.46,5.09,
20493,75.22805556,19.4225,7.94,0.89,0.6,420,15.24,105.73,,1.44,1.18,3.02,18.56,
20494,75.0525,19.42277778,7.95,0.71,0.36,102,8.25,310,9.25,0.19,0.98,0.59,0.79,0.4
20495,75.82638889,19.42305556,8.05,1.5,0.92,182,8.02,364,7.08,0.44,1.17,0.68,0.95,0.18
20496,75.2175,19.42333333,7.97,0.87,0.6,420,16.45,101.47,,1.33,2.02,3.43,15.03,
20497,75.22472222,19.42333333,7.95,0.97,0.66,462,19.11,106.18,,0.82,1.7,3.2,16.3,
20498,75.23333333,19.42333333,7.91,0.92,0.36,252,13.06,121.97,,1,1.56,1.56,15.57,
20499,75.22777778,19.42361111,7.9,0.89,0.39,273,14.52,114.58,,0.73,1.5,2.86,15.28,
20500,75.23138889,19.42361111,7.96,0.94,0.45,315,16.69,145.49,,1.15,1.9,5.27,11.7,
20501,75.23888889,19.42361111,7.94,0.8,0.48,336,22.26,155.57,,0.99,1.9,1.56,14.31,
20502,75.22083333,19.42388889,7.94,0.98,0.48,336,17.18,114.58,,0.93,2.24,1.42,14.31,
20503,75.22222222,19.42388889,7.92,0.87,0.57,399,18.87,190.62,,1,1.81,0.89,15.32,
20504,75.24194444,19.42388889,7.95,0.95,0.78,546,15,105.62,,0.92,2.44,2.64,18.14,
20505,75.21777778,19.42444444,7.9,0.94,0.54,378,18.87,111.22,,0.94,2.02,2.51,18.01,
20506,75.23333333,19.42444444,7.95,0.89,0.66,462,20.32,107.3,,0.66,1,2.41,15.03,
20507,74.79777778,19.42472222,8.09,0.84,0.72,226,45.72,326.03,17.2,0.49,0.97,3.36,9,
20508,75.22527778,19.42472222,7.94,0.88,0.48,336,19.6,146.72,,0.6,1.25,2.94,16.7,
20509,75.27305556,19.42472222,8.2,1.42,0.65,156,8.24,200,8.5,0.35,1.4,0.11,0.11,0.14
20510,75.23888889,19.425,7.99,0.87,0.54,378,15.24,149.97,,0.95,0.95,3.18,16.3,
20511,75.24194444,19.425,7.87,0.94,0.66,462,19.84,146.38,,1.07,0.75,0.95,13.18,
20512,75.42111111,19.425,8.11,0.21,0.75,525,16.69,139.44,,0.95,1.81,1.18,5.27,
20513,76.56083333,19.425,8.46,0.46,0.61,192,4.89,450,6.49,0.01,0.69,0.69,0.29,0.4
20514,75.22638889,19.42527778,8,0.87,0.6,420,19.84,145.82,,1.57,2.14,3.54,15.48,
20515,75.22666667,19.42527778,7.99,0.86,0.36,252,13.55,140.34,,1.63,1.48,3.45,18.68,
20516,75.82638889,19.42527778,8.23,0.95,0.57,137,6.82,220,7.29,0.3,44,0.14,0.37,0.2
20517,74.975,19.42555556,8.06,1.42,0.56,139,5.48,130,8.2,0.49,0.28,0.22,0.35,0.11
20518,74.01138889,19.42583333,5.7,0.46,1.11,277,45,416,17,0.48,27.9,4.36,71.4,0.98
20519,74.43777778,19.42583333,7.86,0.26,0.63,441,7.02,257.7,11.4,0.13,0.16,0.07,0.38,0.43
20520,74.68805556,19.42583333,8.12,1.95,0.62,149,5.5,140,9.1,0.15,0.68,0.22,0.39,0.02
20521,74.78166667,19.42583333,8.49,2.7,0.96,231,11.2,200,11.2,0.78,0.89,0.67,1.1,0.13
20522,75.09027778,19.42583333,8.39,0.59,0.57,399,37.89,134.51,,0.56,2.02,1.15,6.02,
20523,75.125,19.42583333,8.14,1.9,0.55,132,3.4,160,7.15,0.35,0.34,0.14,0.16,0.22
20524,75.21972222,19.42583333,7.99,0.96,0.42,294,19.6,122.19,,0.87,1.34,3.55,19.73,
20525,75.61527778,19.42611111,,8.4,0.34,104,4.18,187,8.1,0.59,1.58,1.01,0.28,0.09
20526,75.75888889,19.42611111,7.87,0.64,0.81,567,7.02,84.67,,0.18,1.35,1.05,4.48,
20527,74.45444444,19.42638889,8.27,0.73,0.66,462,10.75,408.73,14.59,0.29,0.33,0.67,0.27,0.23
20528,75.62555556,19.42638889,8.2,0.99,0.5,102,3.2,140,4.4,0.11,0.63,0.38,0.2,0.1
20529,75.75805556,19.42638889,7.95,0.79,1.02,714,35.32,525.95,,0.24,0.87,4.45,11.8,
20530,75.81138889,19.42638889,8.5,0.3,1,259,9,290,7.4,0.07,1.07,0.89,0.75,0.19
20531,74.91805556,19.42666667,7.52,0.82,0.33,252,14.4,683,8.4,0.65,2.83,0.6,1.89,0.72
20532,75.68611111,19.42666667,8.4,0.39,0.66,462,21.29,88.38,,1.44,1.79,2.03,5.95,
20533,75.22361111,19.42694444,7.9,0.84,0.66,462,24.92,193.31,,0.86,3.15,1.69,5.05,
20534,74.29194444,19.42722222,8.37,0.24,0.44,125.44,8.21,516.32,2.32,0.43,0.94,1.37,2.32,1.51
20535,75.23805556,19.42777778,7.87,0.9,0.66,462,15.97,138.88,,0.75,1.34,3.62,18.01,
20536,76.41722222,19.42777778,8.4,0.4,0.57,399,22.98,184.02,,1,0.89,1.18,3.95,
20537,74.80833333,19.42888889,8.86,0.89,0.58,159.9,7.2,243.04,1.72,0.11,1.35,0.99,3.11,1.07
20538,75.26944444,19.42888889,7.96,0.79,0.39,273,20.32,99.57,,1,1.81,0.86,10.36,
20539,75.79388889,19.42888889,8.09,0.54,0.54,378,33.14,139.22,,0.32,1.92,0.96,7.87,
20540,76.58722222,19.42916667,8.16,0.47,0.21,147,4.84,67.42,,0.19,2.06,3.49,3.16,
20541,76.62361111,19.42916667,7.77,0.38,0.8,154.8,5.41,241.9,6.8,1,3.56,7.24,14.96,0.7
20542,75.23583333,19.42944444,7.97,0.87,0.45,315,22.26,108.42,,1.1,2.19,2.41,15.28,
20543,75.71138889,19.42972222,8.44,0.29,0.83,222.65,6.91,349.44,1.35,0.4,1.25,1.61,3.41,1.4
20544,74.08,19.43,7.3,0.1,0.48,120,16,612,12,0.56,4.5,1.2,21,0.72
20545,75.82194444,19.43,8.09,0.61,0.54,378,28.3,105.17,,0.54,1.46,1.82,19.54,
20546,75.09305556,19.43027778,8.22,2.22,0.28,67,10.33,300,7.37,0.22,0.62,0.43,1.03,0.41
20547,75.80694444,19.43027778,8.06,0.61,0.57,399,25.64,94.3,,1.13,1.73,2.06,14.68,
20548,75.99194444,19.43027778,8.03,0.9,0.57,399,18.14,87.14,,0.17,1.12,1.52,9.78,
20549,76.645,19.43027778,,0.37,1.11,298,9.47,180,6.49,0.01,1.92,0.98,0.11,0.11
20550,75.25833333,19.43055556,7.94,0.84,0.69,483,15.72,142.24,,1.09,1.06,6,11.58,
20551,75.73583333,19.43055556,8.18,0.65,0.11,225,9.99,192,6.42,0.51,0.72,0.48,0.75,0.2
20552,75.95472222,19.43055556,8.66,0.29,0.39,273,26.61,128.35,,1.17,1.02,1.72,4.74,
20553,74.49,19.43083333,8.46,0.46,0.78,210.1,4.89,191.52,1.34,0.36,1.11,1.63,1.8,1.86
20554,75.33861111,19.43083333,7.9,0.35,0.45,135,12.34,245,12.12,0.5,2,2,7.03,
20555,74.8225,19.43111111,8.36,1.58,0.66,159,4.48,220,10.33,0.07,0.75,0.29,0.11,0.42
20556,75.47361111,19.43111111,8.09,0.86,0.6,420,19.35,138.77,,0.79,1.55,2,5.05,
20557,76.14916667,19.43138889,,0.33,0.6,420,14.52,144.48,,1.07,0.6,1.88,4.66,
20558,76.01805556,19.43194444,7.96,1,0.36,252,23.95,71.9,12.29,0.41,1.18,1.87,6.54,
20559,75.59416667,19.43222222,7.91,0.38,0.66,462,31.45,143.47,,0.78,1.02,1.99,3.29,
20560,75.8275,19.43222222,8.29,0.44,0.54,378,25.16,61.71,,1.25,1.53,1.25,4.99,
20561,76.47916667,19.43222222,8.17,0.36,0.63,441,4.11,95.65,,0.18,1.19,1.57,1.75,
20562,76.49277778,19.43222222,8.29,0.31,0.51,357,12.34,63.28,,0.22,1.87,3.22,7.51,
20563,75.19222222,19.4325,8.71,0.6,0.83,223,4.85,243.04,2.59,0.33,1.32,1.2,2.73,1.09
20564,75.46527778,19.4325,7.99,0.67,0.75,525,18.63,241.36,,0.46,3.21,2.04,5.73,
20565,75.04027778,19.43277778,7.84,0.92,0.42,294,23.71,185.25,,10.6,3.57,2.12,5.22,
20566,75.20222222,19.43277778,8.12,0.43,0.48,336,7.74,66.64,,0.28,1.38,2.79,5.9,
20567,74.75166667,19.43305556,7.74,0.55,0.28,67,8.3,300,10.3,0.32,0.59,0.6,0.42,0.24
20568,74.4175,19.43333333,8.44,0.51,0.39,78,4.89,284,7.74,0.29,0.29,0.45,0.37,0.16
20569,75.2375,19.43361111,7.99,0.99,0.48,336,13.79,155.57,,1.48,1.7,2.98,17.89,
20570,75.25,19.43361111,7.99,0.94,0.45,315,40.64,99.34,11.31,0.28,0.52,0.93,15.62,
20571,75.71444444,19.43361111,8.16,0.28,0.6,420,34.59,183.68,,0.76,1.81,1.69,2.72,
20572,75.46805556,19.43388889,8.35,0.49,0.6,420,31.93,105.28,,0.58,0.96,1.65,8.12,
20573,75.23333333,19.43416667,7.94,0.96,0.57,399,13.55,133.28,,0.55,0.87,1.61,15.32,
20574,74.61555556,19.43444444,8.62,0.46,0.7,188.16,9.98,481.6,1.03,0.15,0.98,1.23,1.98,1.37
20575,74.76722222,19.43444444,7.3,10,0.14,36,14,72,18,0.41,7,0.67,14,0.54
20576,75.25833333,19.43472222,7.96,0.89,0.48,336,14.27,132.72,,1.06,1.39,5.27,10.24,
20577,75.41888889,19.43472222,8.41,0.34,0.48,336,17.66,237.44,,0.45,1.47,1.28,6.08,
20578,75.75055556,19.43472222,8.22,0.3,0.54,378,27.82,227.36,,0.62,1.08,1.97,4.01,
20579,75.05833333,19.435,7.86,0.79,0.63,441,28.55,185.47,,0.57,1.06,1.48,4.48,
20580,74.67944444,19.43527778,8.71,0.95,0.89,235.2,6.86,360.64,1,0.62,1.42,1.79,2.81,1.91
20581,75.58777778,19.43555556,8.12,0.29,0.48,336,21.77,358.62,,1.11,1.28,1.2,7.62,
20582,75.23888889,19.43583333,7.99,0.92,0.81,567,21.29,104.05,,1,1.56,5.47,11.95,
20583,74.23888889,19.43611111,7.94,0.89,0.69,483,15.24,128.35,,0.75,2.36,3.53,12.64,
20584,74.62055556,19.43611111,8.12,0.44,0.56,153.6,7.44,284.48,3.15,0.46,1.22,0.99,2.16,1.17
20585,75.10916667,19.43611111,8.06,0.69,0.52,122,10.12,149,10.12,0.72,1.12,32,0.98,0.1
20586,75.24055556,19.43611111,7.81,0.96,0.42,294,29.03,114.8,,1.2,1.93,3.33,17.48,
20587,75.25694444,19.43611111,7.97,0.89,0.75,525,11.61,168.9,,1.33,1.33,3.18,17.61,
20588,75.25833333,19.43611111,7.93,0.83,0.48,336,22.5,122.08,,0.78,1.5,3.36,39.55,
20589,75.28277778,19.43611111,7.36,0.96,0.69,483,12.82,119.84,,1,1.98,5.27,15.32,
20590,75.43361111,19.43611111,7.39,0.44,0.27,189,42.09,139.04,7.88,0.04,1.08,0.62,11.92,
20591,74.52361111,19.43638889,,0.46,0.52,144.25,5.23,284.48,1.38,0.29,0.93,1.43,2.2,1.3
20592,75.2175,19.43666667,7.95,0.87,0.42,294,20.32,129.47,,0.94,2.16,1.72,15.32,
20593,75.22388889,19.43666667,7.94,0.9,0.42,294,16.69,116.7,,0.91,2.07,1.56,16.34,
20594,75.2425,19.43694444,7.92,0.9,0.69,483,15,116.7,,0.91,1.03,2.92,18.92,
20595,76.50694444,19.43694444,8.24,0.49,0.48,336,23.71,79.74,,0.27,1.66,0.93,3.28,
20596,75.22416667,19.4375,8.02,0.94,0.78,546,20.32,209.89,,0.73,1.6,2.43,7.02,
20597,75.23888889,19.43777778,7.94,0.82,0.78,546,17.18,132.38,,0.92,2.1,3.28,14.9,
20598,74.05666667,19.43805556,6.4,0.16,0.68,171,9,867,14,1.9,9,2,22,0.68
20599,76.19611111,19.43805556,8.3,0.35,0.41,80.02,60.28,294,7.34,0.69,0.63,0.54,0.72,0.14
20600,75.24305556,19.43833333,8.5,1.85,0.74,180,5.99,140,9.22,0.41,1.03,0.2,0.58,0.3
20601,75.88472222,19.43833333,8.26,0.49,0.69,483,22.26,117.04,,0.75,1.02,1.46,3,
20602,74.78222222,19.43861111,8.05,0.98,0.36,201,45.72,184.8,11.33,1.57,9.39,6.89,1.58,
20603,75.2175,19.43861111,7.99,0.97,0.42,294,15.24,105.5,,1.13,1.4,3.5,16.66,
20604,75.26944444,19.43861111,8,0.8,0.57,399,18.39,106.18,,1.04,3.15,0.86,15.44,
20605,76.13833333,19.43861111,8.1,0.44,0.54,378,23.22,237.33,,0.24,1.01,1.86,10.41,
20606,74.97638889,19.43888889,8.14,1.24,0.48,115,4.4,160,7.35,0.58,0.63,0.2,1.02,0.18
20607,75.22777778,19.43888889,7.96,0.99,0.57,399,19.6,130.48,,1.63,1.63,3.45,13.15,
20608,75.23611111,19.43888889,7.94,0.9,0.69,483,17.9,152.32,,1.06,1.14,1.85,14.43,
20609,75.24166667,19.43888889,7.96,0.89,0.39,273,26.13,140.78,,0.93,2.16,1.46,12.44,
20610,75.2725,19.43888889,7.97,0.91,0.39,273,14.76,144.37,,0.43,1.1,3.33,13.5,
20611,75.21777778,19.43916667,7.9,0.97,0.51,357,18.87,109.65,,0.94,2.07,1.16,16.34,
20612,75.53694444,19.43916667,8.21,0.49,0.69,483,31.45,120.06,,0.59,1.75,1.04,4.52,
20613,75.24416667,19.43944444,8,0.99,0.57,399,20.32,163.18,,1.25,1.25,3.52,19.04,
20614,74.68638889,19.43972222,8.37,0.62,0.6,201,23.95,65.3,14.04,0.32,1.57,2.23,11.37,
20615,75.39611111,19.44,8.22,0.34,0.48,336,8.71,94.08,,0.2,1.38,2.96,7.51,
20616,74.69388889,19.44055556,8.37,0.66,0.81,251,30.97,12.1,16.28,0.33,1.84,4.42,8.92,
20617,76.06083333,19.44055556,8.36,2.01,0.9,216,10.24,140,7.77,1.1,1.1,0.63,0.89,0.12
20618,75.60333333,19.44083333,8,0.92,0.63,441,37.98,116.82,11.74,0.43,0.66,1.45,15.93,
20619,75.69138889,19.44083333,8.5,2.97,0.65,156,10.55,240,9.48,0.28,0.1,0.28,0.54,0.37
20620,75.23888889,19.44111111,7.9,0.91,0.45,135,21.77,123.42,,0.83,2.1,2.49,18.27,
20621,75.39222222,19.44111111,9.3,0.55,0.72,195.92,5.95,262.08,1.61,0.54,1.47,1.54,2.81,1.31
20622,75.93944444,19.44138889,8.27,0.39,0.48,80.16,6.17,269,6.86,0.21,0.64,0.82,0.79,0.14
20623,75.20083333,19.44166667,8.04,0.84,0.51,357,24.92,145.15,13.3,0.19,0.62,1.13,6.85,
20624,75.22027778,19.44166667,7.6,0.92,0.6,420,16.45,136.64,,0.43,1.55,3,19.04,
20625,75.24166667,19.44166667,7.9,0.9,0.6,420,19.6,165.54,,1.55,1.85,3.43,18.21,
20626,75.70722222,19.44166667,7.9,0.78,0.87,609,16.45,133.28,,0.15,1.11,1.81,6.34,
20627,75.77527778,19.44194444,7.3,0.19,0.04,10,36,433,14,2.3,14,8,14,19
20628,76.52361111,19.44194444,7.86,0.92,0.39,273,17.9,93.18,,1.46,1.77,2.77,13.73,
20629,73.87055556,19.44222222,5.6,0.1,0.63,157,37,119,8,0.48,51.8,4.98,65.2,0.78
20630,74.41805556,19.44222222,7.6,0.1,0.61,152.5,14,527,8,2.9,8,14,6,0.46
20631,75.24194444,19.4425,7.95,0.95,0.66,462,17.18,133.5,,1.32,2.24,5.27,14.81,
20632,75.25833333,19.4425,8,0.92,0.36,252,22.98,129.81,,1.03,2.24,1.72,16.34,
20633,76.23611111,19.4425,8.24,0.37,0.31,60,5.61,262,8.02,0.48,0.9,0.29,0.83,0.12
20634,75.2025,19.44305556,7.97,1.06,0.89,163,6.89,316,7.49,0.62,1.12,0.44,0.54,0.17
20635,75.03638889,19.44361111,8.12,1.16,0.35,84,5.37,200,8.29,0.22,0.55,0.46,0.4,0.1
20636,75.86055556,19.44361111,,0.54,0.66,462,29.27,88.7,,1.13,2.31,1.25,7.07,
20637,75.05138889,19.44416667,8.64,0.5,0.45,315,23.95,219.07,,0.64,1.08,1.21,6.67,
20638,74.77277778,19.44527778,8.42,0.52,0.36,257.15,8.74,344.96,11.9,0.22,1.89,0.53,2.19,1.72
20639,74.50972222,19.44555556,8.39,0.28,0.4,122.89,9.98,338.24,1.07,0.25,0.97,1.71,2.16,0.81
20640,76.34166667,19.44555556,7.94,1,0.48,336,40.64,122.98,12.39,0.56,0.66,1.59,21.5,
20641,76.60222222,19.44555556,7.83,0.28,0.6,166.2,6.29,374.08,1.48,0.3,1.16,1.67,3.42,1.31
20642,75.27305556,19.44611111,7.95,0.89,0.6,420,15.72,120.06,,1.04,2.42,0.86,14.94,
20643,74.85194444,19.44638889,8.14,0.35,0.37,140,6.7,220,9.62,0.5,0.73,0.24,1.01,0.22
20644,75.77944444,19.44638889,7.96,2.79,0.55,112,7.8,271,5.09,0.29,0.72,0.79,0.63,0.28
20645,75.2,19.44666667,7.96,0.9,0.42,294,42.09,133.84,11.77,0.3,1.53,0.95,7.28,
20646,74.54027778,19.44694444,8.76,0.57,0.23,184.67,8.16,244.16,1.53,0.09,1.21,0.85,1.93,1.11
20647,75.44027778,19.44694444,7.91,0.79,0.48,336,21.29,246.62,,0.48,2.79,1.96,5.73,
20648,75.25277778,19.44722222,7.91,0.92,0.6,420,14.03,108.53,,0.61,0.95,3.42,17.25,
20649,75.25833333,19.44722222,7.96,0.92,0.54,378,22.26,124.99,,0.67,1.44,2.41,13.27,
20650,74.62861111,19.44777778,7.5,0.69,0.51,357,33.38,243.15,22.31,0.21,1.63,1.65,30.32,
20651,75.23416667,19.44777778,8,0.79,0.72,504,21.29,117.82,,0.93,3.52,5.13,15.32,
20652,74.77388889,19.44833333,8.68,0.23,0.6,166.2,4.9,510.76,1.95,0.22,0.98,1.33,3.1,1.23
20653,75.27777778,19.44861111,7.96,0.94,0.42,294,17.18,113.46,,1.48,1.48,3.22,17.61,
20654,75.28361111,19.44888889,7.92,0.87,0.75,525,27.1,94.86,,1.06,3.52,1.34,14.69,
20655,75.73055556,19.44888889,8.11,0.48,0.66,462,22.98,161.73,,0.97,1.96,1.53,10,
20656,75.25305556,19.44916667,7.98,0.8,0.72,504,20.08,148.51,,0.92,2.36,3.79,,
20657,74.68722222,19.45,8.35,0.62,0.27,238,4.63,10.75,12.32,0.46,0.97,3.39,4.12,
20658,75.2,19.45,8.01,0.89,0.54,378,41.37,130.82,15.03,0.3,2.4,1.24,10.48,
20659,75.23333333,19.45,8.01,0.98,0.69,483,45.72,245.17,11.81,0.29,1.8,1.07,9.06,
20660,75.25555556,19.45,7.95,0.9,0.72,504,12.82,121.97,,2.14,2.14,3.27,16.54,
20661,75.33861111,19.45,8.32,1.62,0.41,93,3.2,220,5.28,0.5,0.48,0.63,0.37,0.41
20662,74.61666667,19.45027778,7.58,0.66,0.54,378,29.76,208.54,23.17,0.29,0.83,1.9,48.19,
20663,75.16666667,19.45027778,7.9,0.75,0.6,420,41.85,325.92,13.61,0.41,1.57,1.43,22.48,
20664,75.25,19.45027778,7.99,1.01,0.63,441,39.92,149.97,9.13,0.32,1,0.69,11.14,
20665,75.27138889,19.45027778,7.95,0.94,0.69,483,17.9,97.1,,1.48,1.7,3.18,16.3,
20666,75.27,19.45083333,7.92,0.94,0.78,546,13.55,186.82,,0.86,2.02,2.45,15.41,
20667,75.27666667,19.45083333,7.79,1,0.36,252,21.53,140.9,,0.93,1.85,3.09,14.42,
20668,75.29583333,19.45111111,7.96,0.86,0.6,420,15.72,143.36,,1,1.72,1.72,10.48,
20669,75.78777778,19.45138889,8.29,1.2,0.35,74.25,4.4,230,7.28,0.22,0.21,0.41,0.43,0.3
20670,76.11055556,19.45138889,8,0.96,0.57,399,22.26,165.65,,0.85,2.47,1.62,3.81,
20671,76.37277778,19.45138889,7.99,0.9,0.39,273,20.3,152.43,,0.8,1.73,1.92,3.65,
20672,75.265,19.45166667,8.3,0.66,0.76,188.16,7.58,203.84,1.69,0.24,1.33,1.39,2.81,1.49
20673,74.5475,19.45222222,8.41,0.43,0.7,172.4,7.1,305.76,2.65,0.21,1.01,1.23,,1.67
20674,74.61638889,19.4525,7.47,0.78,0.99,693,58.79,148.85,20.39,0.25,0.78,0.84,15.11,
20675,74.76611111,19.4525,8.18,1.71,0.32,77,4.35,180,11.22,0.22,0.64,0.4,0.36,0.1
20676,75.26166667,19.4525,7.99,0.95,0.48,336,19.11,125.66,,1.15,2.07,1.42,13.68,
20677,74.06055556,19.45277778,6.3,0.16,0.28,252,18,875,8,2.3,3,9,18,0.32
20678,75.25555556,19.45277778,7.9,0.88,0.69,483,14.27,122.19,,0.75,1.08,3.21,14.15,
20679,75.71722222,19.45277778,8.65,0.47,0.51,357,25.4,125.78,,0.58,0.58,1.21,3.81,
20680,75.71916667,19.45277778,8.35,0.47,0.48,336,35.56,112.22,,0.31,2.36,1.07,5.03,
20681,75.75055556,19.45277778,8.01,0.34,0.66,462,2613,240.46,,0.48,0.82,1.17,3.81,
20682,75.8175,19.45277778,7.99,0.64,0.51,3.57,25.16,144.37,,0.53,0.78,2.08,4.66,
20683,75.01111111,19.45305556,7.9,0.5,0.36,252,22.26,145.49,,1.1,1.07,1.86,7.47,
20684,75.23527778,19.45305556,7.92,0.9,0.75,525,8.23,153.22,,1.16,1.42,3.06,19.06,
20685,75.25555556,19.45305556,7.95,0.97,0.63,441,16.45,139.55,,0.91,1.56,1.56,15.57,
20686,75.55555556,19.45305556,7.95,1.02,0.36,252,23.95,68.43,10.83,0.39,0.71,2.24,15.81,
20687,75.71694444,19.45305556,7.7,0.66,0.45,315,22.26,204.06,,0.5,1.37,1.72,5.78,
20688,75.71916667,19.45305556,8.28,0.31,0.36,252,29.27,125.33,,0.75,1.07,2.65,7.02,
20689,74.07444444,19.45333333,6.5,0.14,1.08,271,45,884,22,1.9,12,14,14,1.3
20690,75.25416667,19.45333333,7.94,0.99,0.63,441,17.66,148.51,,0.79,0.9,1.56,15.7,
20691,75.25555556,19.45361111,7.94,0.84,0.39,273,20.32,133.95,,0.84,2.62,3.53,14.27,
20692,75.71666667,19.45361111,7.88,0.99,0.48,336,30.72,166.76,,0.48,1.27,2.16,3.93,
20693,74.78277778,19.45416667,8.05,1.03,0.27,263,33.38,117.15,11.38,1.09,14.09,4.76,30.23,
20694,75.25083333,19.45416667,7.92,0.96,0.75,525,12.82,98.78,,0.98,2.27,2.56,16.83,
20695,74.04222222,19.45444444,6.6,0.18,1,250,21,16,2.3,0.78,6,10,8,22
20696,74.77472222,19.45444444,8.11,0.43,2.76,3.52,27.1,408.58,,0.73,0.7,2.28,16.7,
20697,74.79388889,19.45444444,8.15,0.84,0.27,226,29.27,192.75,14.68,1.35,9.39,6,1.72,
20698,75.82416667,19.45472222,8.28,0.86,0.45,315,30.72,128.8,,0.83,2.11,1.69,9.49,
20699,74.46888889,19.45527778,,0.78,0.6,165.6,5.47,554.4,2.53,0.19,1.22,1.23,,1.06
20700,75.24722222,19.45555556,8.03,0.86,0.54,378,18.39,136.64,,1,2.24,1.78,10.61,
20701,75.25833333,19.45555556,8.27,0.99,0.54,378,16.21,134.96,,0.84,1.63,3,21.2,
20702,75.27222222,19.45555556,7.92,0.86,0.42,294,17.42,200.48,,1.34,1.55,3.22,12.81,
20703,75.28888889,19.45555556,7.9,0.86,0.54,378,19.6,128.46,,1.15,2.07,1.56,15.19,
20704,75.61083333,19.45555556,8.39,0.39,0.63,441,20.08,152.1,,0.95,1.18,1.41,3.45,
20705,75.25472222,19.45583333,7.91,0.84,0.6,420,13.06,116.82,,0.84,1.59,3.06,13.8,
20706,75.23555556,19.45611111,7.94,0.99,0.45,315,15.48,120.74,,0.27,0.87,3.09,15.83,
20707,74.785,19.45694444,8.04,0.99,0.45,213,50.56,277.54,12.29,0.89,2.53,3.14,15.46,
20708,75.2625,19.45694444,7.85,0.95,0.48,336,15.48,133.17,,1.13,1.48,2.87,17.25,
20709,74.77666667,19.45722222,8.15,0.33,2.03,3.2,5.9,551.04,,0.66,0.76,1.14,9.69,
20710,75.24444444,19.45722222,7.9,0.86,0.51,357,21.05,156.91,,0.93,2.24,0.79,15.44,
20711,75.25138889,19.45722222,7.94,0.9,0.48,336,16.93,153.44,,0.85,1.22,0.86,15.32,
20712,75.25277778,19.45722222,7.99,0.99,0.51,357,9.19,132.27,,0.87,1.64,1.56,14.81,
20713,75.26861111,19.45722222,7.9,0.89,0.6,420,14.03,105.5,,0.72,1.99,3.4,18.56,
20714,75.27111111,19.4575,7.99,0.96,0.69,483,14.27,94.64,,1.02,1.48,3.16,17.37,
20715,75.50583333,19.4575,8.29,0.37,0.36,252,17.9,151.65,,0.33,1.66,0.96,4.27,
20716,75.26805556,19.45777778,8,0.89,0.39,273,17.42,105.62,,0.98,1.93,3.62,16.7,
20717,75.27111111,19.45777778,7.87,0.87,0.6,420,17.18,84.9,,0.84,2.27,3.21,18.53,
20718,75.99583333,19.45805556,8.12,0.46,0.27,189,8.71,65.97,,0.17,1.97,3.82,8.26,
20719,75.2475,19.45833333,7.96,0.92,0.63,441,18.39,106.96,,0.7,2.27,2.47,20.27,
20720,75.2525,19.45833333,7.9,0.97,0.81,567,16.45,137.76,,1.06,1.98,1.42,10.48,
20721,75.25555556,19.45833333,7.97,0.96,0.72,504,19.6,132.5,,0.71,1.78,3.13,15.83,
20722,75.26083333,19.45833333,7.9,0.87,0.69,483,21.29,121.97,,0.8,2.02,3.41,15.03,
20723,75.2625,19.45833333,7.95,0.8,0.42,294,17.9,136.98,,0.4,1.33,3.36,19.16,
20724,75.26972222,19.45833333,7.91,0.86,0.48,336,16.93,134.62,,0.98,2.27,3.36,10.95,
20725,75.27222222,19.45833333,7.87,0.79,0.54,378,12.82,116.48,,0.39,1.55,3.14,15.83,
20726,75.28444444,19.45833333,7.9,0.9,0.78,546,11.85,113.46,,1.15,2.96,0.95,14.31,
20727,74.58444444,19.45861111,8.09,0.5,0.71,149,4.4,240,8.11,0.42,0.63,0.21,0.33,0.1
20728,74.70472222,19.45861111,8.29,0.71,0.33,201,34.59,50.4,8.7,0.21,3.86,3.24,6.86,
