,latitudes,longitudes,values,variance
435,17.98,74.8,0.29537802408459624,0.017476760548866616
436,17.98,74.81,0.2939474552933249,0.017418483600214828
437,17.98,74.82,0.29238077677966046,0.01735741611257588
438,17.98,74.83,0.2905417937076072,0.017294942226701783
439,17.98,74.84,0.2885527705936148,0.017234395718862372
440,17.98,74.85,0.28661864797208625,0.017178347090637494
441,17.98,74.86,0.28506387957206875,0.0171286427279041
442,17.98,74.87,0.5252499999999843,-3.4578257698105302e-15
443,17.98,74.88,0.2782804229188887,0.01709200620874208
444,17.98,74.89,0.27433317310260646,0.017093863433088816
445,17.98,74.9,0.2779387330993542,0.017104013610076303
446,17.98,74.91,0.2822400310779464,0.017129723941250785
447,17.98,74.92,0.2838795674206732,0.01717835520355765
448,17.98,74.93,0.28446237690384224,0.01722833095606689
449,17.98,74.94,0.28460277644661225,0.01727336228419749
450,17.98,74.95,0.28471229406795917,0.017311476541645075
451,17.98,74.96,0.28411840041262004,0.017344768991191663
452,17.98,74.97,0.2824527822658629,0.017376725157319344
453,17.98,74.98,0.280683504669541,0.01740960871596309
454,17.98,74.99,0.2790128541737151,0.017448891546956415
455,17.98,75.0,0.2774598128499687,0.017489480377196175
456,17.98,75.01,0.2760245696800433,0.0175300290910119
457,17.98,75.02,0.2746717916370931,0.017570251048370324
458,17.98,75.03,0.2734288667129316,0.017609794853405376
459,17.98,75.04,0.2723524144825697,0.017647946151464932
460,17.98,75.05,0.27154069274901466,0.017684049818048723
461,17.98,75.06,0.27100112690572264,0.017717859010549245
462,17.98,75.07,0.27075029666343736,0.01774952968995338
463,17.98,75.08,0.2708086813736267,0.017779607248307846
464,17.98,75.09,0.27121638987923624,0.017809087859290862
465,17.98,75.1,0.27201148377582274,0.01783879271177787
466,17.98,75.11,0.2731533661752132,0.017868218045016027
467,17.98,75.12,0.27453936839227,0.017896363071273486
468,17.98,75.13,0.27602128376061114,0.0179226777880395
469,17.98,75.14,0.277507747306706,0.017947030366887416
470,17.98,75.15,0.278989263295608,0.017969557264730877
471,17.98,75.16,0.2804398224362545,0.01799058505314835
472,17.98,75.17,0.2818236182593874,0.01801053734743154
473,17.98,75.18,0.2830921960622123,0.018029772311925953
474,17.98,75.19,0.2842097678499188,0.018048432867563528
475,17.98,75.2,0.28517142872815565,0.018066444307569502
476,17.98,75.21,0.286002605450879,0.01808361357048464
477,17.98,75.22,0.2866841445899205,0.018099708944708776
478,17.98,75.23,0.2872080838246739,0.0181144868773853
479,17.98,75.24,0.2876180450909985,0.01812770313981061
480,17.98,75.25,0.28789766955596224,0.018139143493096446
481,17.98,75.26,0.28803196547747945,0.018148653809771084
482,17.98,75.27,0.28802166657267003,0.0181561592287714
483,17.98,75.28,0.2878908172139945,0.01816166737778535
484,17.98,75.29,0.28765486486170033,0.018165249779228187
485,17.98,75.3,0.28733410903253076,0.018166999475302134
486,17.98,75.31,0.28700851749484724,0.018166993217385855
487,17.98,75.32,0.286730744956113,0.018165279264718316
488,17.98,75.33,0.2865344581735956,0.018161905846276923
489,17.98,75.34,0.28659896865496826,0.01815697174853093
490,17.98,75.35,0.28692578979379924,0.018150650049128168
491,17.98,75.36,0.2874119258579244,0.01814316230022994
492,17.98,75.37,0.28797713228598903,0.01813471605117283
493,17.98,75.38,0.288544545199999,0.018125441693754317
494,17.98,75.39,0.28906270053763783,0.018115380041409376
495,17.98,75.4,0.2895455169837202,0.018104500802279294
496,17.98,75.41,0.2900857438283237,0.018092732022489146
